산명,등산로명,등산로길이(km),등산로상행시간,등산로하행시간
116고지,주산동-추동리 버스승강장구간,0.1,1,1
133고지,천동구간,0.1,1,1
133고지,가오동구간,0.1,2,1
133고지,판암동구간,0.1,2,1
136고지금성마을,주산동구간,0.1,2,2
136고지금성마을,신상동구간,0.1,1,1
138고지,구도동구간,0.1,1,1
138고지,구도동구간,0.1,2,1
138고지,구도동구간,0.1,2,1
162고지가는골뒷산,세천동구간,0.1,2,1
162고지가는골뒷산,세천동구간,0.1,2,1
162고지가는골뒷산,세천동구간,0.1,1,1
175고지,이사동구간,0.1,1,1
175고지,이사동구간,0.1,1,1
175고지,이사동구간,0.1,2,1
175고지,이사동구간,0.1,1,1
175고지,이사동구간,0.1,2,1
175고지,이사동학고개1길-이사동주랭길구간,0.1,2,1
175고지,이사동구간,0.1,2,1
175고지,이사동학고개1길-이사동주랭길구간,0.1,1,1
175고지,이사동구간,0.1,1,1
179고지,소호동구간,0.1,2,1
179고지,소호동구간,0.1,2,1
179고지,소호동구간,0.1,2,1
179고지,소호동구간,0.1,1,1
179고지,소호동구간,0.1,1,1
179고지,소호동구간,0.1,1,1
179고지,소호동구간,0.1,1,1
179고지,소호동구간,0.1,1,1
212고지,용운동구간,0.1,1,1
212고지,용운동구간,0.1,1,1
212고지,용운동구간,0.1,2,1
212고지,용운동구간,0.1,2,1
212고지,용운동구간,0.1,2,2
212고지,용운동구간,0.1,1,1
가덕도,성북동구간,0.1,1,1
가덕도,성북동구간,0.1,2,2
가덕도,동선동구간,0.1,1,1
가라산,,0.1,2,1
가라산,,0.1,1,1
가래봉,,0.1,2,1
가련산,덕진동1가구간,0.1,2,2
가련산,덕진동2가구간,0.1,2,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동1가구간,0.1,2,1
가련산,덕진동2가구간,0.1,2,1
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동2가구간,0.1,2,2
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동2가구간,0.1,2,1
가련산,덕진동2가구간,0.1,2,2
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동1가구간,0.1,1,1
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동2가구간,0.1,2,1
가련산,덕진동2가구간,0.1,1,1
가련산,덕진동1가구간,0.1,2,1
가련산,덕진동2가구간,0.1,1,1
가산,가산리구간,0.1,2,2
가산,,0.1,1,1
가산,,0.1,1,1
가섭산,용산리구간,0.1,1,1
가야산,광영동구간,0.1,1,1
가야산,마동구간,0.1,2,2
가야산,,0.1,2,2
가야산,,0.1,1,1
가야산,,0.1,2,2
가야산,,0.1,2,2
가야산,,0.1,1,1
가양공원,비래동구간,0.1,2,2
가양공원,비래동구간,0.1,1,1
가양공원,비룡동구간,0.1,1,1
가양공원,비룡동구간,0.1,1,1
가양공원,가양동구간,0.1,1,1
가양공원,가양동구간,0.1,2,2
가양공원,가양동구간,0.1,2,2
가양공원,가양동구간,0.1,1,1
가양공원,비래동구간,0.1,2,2
가양공원,추동구간,0.1,2,2
가양공원,비래동구간,0.1,1,1
가양공원,비래동구간,0.1,2,1
가양공원,비래동구간,0.1,2,2
가양공원,가양동구간,0.1,1,1
가양공원,가양동구간,0.1,1,1
가양공원,추동구간,0.1,2,1
가양공원,추동구간,0.1,2,1
가양공원,비래동구간,0.1,2,1
가양공원,비래동구간,0.1,2,1
가양공원,가양동구간,0.1,2,1
가양공원,비룡동구간,0.1,1,1
가양공원,비룡동구간,0.1,2,2
가양공원,비래동구간,0.1,2,1
가양공원,가양동구간,0.1,1,1
가양공원,가양동구간,0.1,2,2
가양공원,비래동구간,0.1,1,1
가양공원,가양동구간,0.1,1,1
가양공원,추동구간,0.1,1,1
가오공원,가오동구간,0.1,2,1
가오공원,가오동구간,0.1,2,2
가오공원,가오동구간,0.1,1,1
가오공원,가오동구간,0.1,1,1
가오공원,가오동구간,0.1,2,1
가은산,,0.1,1,1
가은산,상천리구간,0.1,1,1
가은산,,0.1,1,1
가은산,,0.1,2,1
가은산,,0.1,1,1
가은산,,0.1,1,1
가재산금병산수양산줄기,축산리구간,0.1,1,1
가재산금병산수양산줄기,관재자암입구-관재자암구간,0.1,1,1
가좌산,가좌동구간,0.1,1,1
가좌산,가좌동구간,0.1,2,1
가좌산,가좌동구간,0.1,2,1
가좌산,,0.1,2,1
가좌산,,0.1,2,1
가좌산,,0.1,2,2
가좌산,가좌동구간,0.1,2,2
가좌산,가좌동구간,0.1,2,2
가좌산,가좌동구간,0.1,2,1
가좌산,주약동구간,0.1,1,1
가좌산,,0.1,1,1
가좌산,,0.1,2,2
가좌산,가좌동구간,0.1,2,2
가좌산,,0.1,1,1
가지산,,0.1,2,1
가지산,신원리구간,0.1,2,2
가지산,,0.1,2,1
가지산,신원리구간,0.1,2,2
가지산,,0.1,1,1
가지산,,0.1,1,1
가지산,신원리구간,0.1,1,1
가지산,,0.1,2,2
가지산,,0.1,1,1
가지산,,0.1,2,2
가지산,삼양리구간,0.1,2,1
가지산,,0.1,1,1
가학산,가학리구간,0.1,2,2
가학산,학계리구간,0.1,2,1
가학산,가학리구간,0.1,1,1
가학산,,0.1,1,1
가학산,,0.1,2,2
가학산,,0.1,2,2
가학산,,0.1,2,1
가학산,,0.1,1,1
가학산,,0.1,1,1
가학산,,0.1,2,1
가학산,,0.1,2,1
가학산,,0.1,1,1
가학산,,0.1,2,1
가학산,,0.1,2,1
가학산,,0.1,1,1
가학산,소하동구간,0.1,2,2
가학산,소하동구간,0.1,1,1
가현산,,0.1,2,1
가현산,,0.1,2,1
가현산,,0.1,2,1
가현산,,0.1,1,1
가현산,,0.1,2,2
가현산,,0.1,2,1
가현산,,0.1,2,1
가현산,,0.1,2,1
가현산,구래리구간,0.1,2,1
가현산,,0.1,2,1
가현산,,0.1,1,1
가현산,,0.1,1,1
가현산,,0.1,1,1
가현산,,0.1,2,1
가현산,,0.1,1,1
가현산,,0.1,2,1
가현산,,0.1,1,1
각골산,누읍동구간,0.1,2,2
각골산,누읍동구간,0.1,2,2
각골산,서동구간,0.1,2,2
각골산,,0.1,2,2
각골산,서동구간,0.1,2,2
각골산,,0.1,1,1
각골산,가수동구간,0.1,1,1
각골산,가수동구간,0.1,1,1
각골산,가수동구간,0.1,2,2
각골산,,0.1,1,1
각골산,가수동구간,0.1,1,1
각골산,,0.1,1,1
각산,,0.1,1,1
각산,대방동구간,0.1,2,2
각산,,0.1,1,1
각성산,덕산리구간,0.1,1,1
각성산,,0.1,2,2
각성산,,0.1,2,1
각화사,석현리구간,0.1,2,1
각화사,석현리구간,0.1,1,1
각화사,석현리구간,0.1,1,1
각화사,석현리구간,0.1,2,2
각화사,석현리구간,0.1,1,1
각화산,각화사구간,0.1,1,1
각흘산석이바위,도평리구간,0.1,2,2
각희산,,0.1,2,2
간대산,신기리구간,0.1,1,1
간성수성샘터산림욕장,,0.1,2,1
갈기산,지내리구간,0.1,2,1
갈기산,,0.1,2,1
갈두산,송호리구간,0.1,2,2
갈두산,송호리구간,0.1,1,1
갈두산,송호리구간,0.1,2,1
갈두산,송호리구간,0.1,2,1
갈두산,송호리구간,0.1,2,2
갈미봉,,0.1,1,1
갈미봉,,0.1,1,1
갈미봉,내남동구간,0.1,2,1
갈방산,우곡리구간,0.1,1,1
갈방산,법전리구간,0.1,1,1
갈현근린공원,진관동구간,0.1,2,2
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,2,2
갈현근린공원,진관동구간,0.1,2,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,2,1
갈현근린공원,진관동구간,0.1,2,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,진관동구간,0.1,2,2
갈현근린공원,진관동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,2,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원,불광동구간,0.1,1,1
갈현근린공원2지구,진관동구간,0.1,2,1
갈현근린공원2지구,진관동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,2,2
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,진관동구간,0.1,2,2
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,진관동구간,0.1,2,2
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,진관동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,2,1
갈현근린공원2지구,불광동구간,0.1,1,1
갈현근린공원2지구,불광동구간,0.1,1,1
감방산,해운리구간,0.1,2,2
감방산,임도구간,0.1,1,1
감산리,,0.1,1,1
감악산,물맞이길구간,0.1,1,1
감악산,감악산-감악재구간,0.1,1,1
감악산,감악산-감악재구간,0.1,1,1
감악산,감악로길구간,0.1,2,2
감악산,참나무평원길구간,0.1,1,1
감악산,평전다리길구간,0.1,1,1
감악산,참나무평원길구간,0.1,2,1
감악산,,0.1,2,1
감악산,설마리구간,0.1,1,1
감악산,,0.1,2,1
감악산,,0.1,1,1
감악산,,0.1,2,2
감악산,,0.1,2,1
감악산,,0.1,1,1
감악산,,0.1,1,1
감악산,신암리구간,0.1,1,1
감악산,,0.1,2,1
감악산,,0.1,1,1
감악산,명암리구간,0.1,1,1
감악산,명암리구간,0.1,1,1
감악산늘목,학산리구간,0.1,2,1
감악산늘목,학산리구간,0.1,2,2
감암산,상법리구간,0.1,1,1
감암산,,0.1,2,2
감암산,,0.1,1,1
갑하산,갑동구간,0.1,2,2
갑하산,갑동구간,0.1,2,2
갑하산,,0.1,1,1
갑하산,,0.1,1,1
갑하산,,0.1,1,1
갑하산,온천리구간,0.1,2,1
강바위산,대별동구간,0.1,2,1
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,1,1
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,1,1
강천산_왕자봉,,0.1,2,2
강천산_왕자봉,,0.1,2,1
강천산_왕자봉,,0.1,1,1
강천산_왕자봉,,0.1,2,2
개금산,전평제길-순환좌1길구간,0.1,2,1
개명산,1등산로분기점-벽제배수지구간,0.1,1,1
개명산,1-2등산로분기점-벽제배수지구간,0.1,1,1
개명산,1-2등산로분기점-벽제배수지구간,0.1,2,2
개오름굿산망,하원동구간,0.1,2,2
개좌산,반송동구간,0.1,1,1
개좌산,반송동구간,0.1,1,1
개좌산,반송동구간,0.1,1,1
개좌산,,0.1,2,1
개좌산,,0.1,2,1
개좌산,,0.1,2,2
개좌산,,0.1,2,1
개좌산,,0.1,2,1
개화산,방화동구간,0.1,2,2
개화산,방화동구간,0.1,2,1
개화산,,0.1,2,2
개화산,방화동구간,0.1,1,1
개화산,,0.1,1,1
개화산,,0.1,1,1
개화산,개화동구간,0.1,2,1
개화산,방화동구간,0.1,2,1
개화산,,0.1,2,1
개화산,,0.1,2,2
개화산,,0.1,1,1
개화산,,0.1,1,1
개화산,,0.1,2,1
개화산,,0.1,1,1
개화산,방화동구간,0.1,1,1
개화산,,0.1,1,1
개화산,,0.1,1,1
개화산,,0.1,1,1
개화산,개화동구간,0.1,2,2
개화산,개화동구간,0.1,2,1
개화산,,0.1,2,2
개화산,,0.1,1,1
개화산,개화동구간,0.1,1,1
개화산,방화동구간,0.1,2,1
개화산,개화동구간,0.1,1,1
거류산,,0.1,2,1
거류산,,0.1,1,1
거류산,,0.1,2,1
거류산,당동리구간,0.1,2,1
거류산,,0.1,1,1
거마산,,0.1,2,1
거마산,,0.1,1,1
거마산,,0.1,2,2
거마산,송내동구간,0.1,2,1
거마산장수,장수동구간,0.1,1,1
거마산장수,장수동구간,0.1,1,1
거마산장수,"장수동,만의골-거마산정상부구간",0.1,1,1
거마산장수,"장수동,만의골-거마산정상부구간",0.1,2,1
거마산장수,"장수동,만의골-거마산정상부구간",0.1,1,1
거마산장수,장수동구간,0.1,1,1
거마산장수,"장수동,만의골-거마산정상부구간",0.1,1,1
거마산장수,장수동구간,0.1,2,1
거마산장수,장수동구간,0.1,2,1
거마산장수,장수동구간,0.1,2,1
거마산장수,장수동구간,0.1,2,2
거마산장수,장수동구간,0.1,2,2
거마산장수,"장수동,만의골-거마산정상부구간",0.1,1,1
거마산장수,장수동구간,0.1,1,1
거마산장수,장수동구간,0.1,1,1
거마산장수,장수동구간,0.1,2,1
거마산장수,장수동구간,0.1,2,1
거망산,,0.1,2,2
거망산,,0.1,1,1
거망산,,0.1,1,1
거망산,,0.1,2,1
거망산,,0.1,2,2
거망산,,0.1,2,1
거머산,주등산로-정상구간,0.1,1,1
거머산,주등산로-정상구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,웅천리구간,0.1,2,2
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,2,1
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,2,2
거문산,와여리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,웅천리구간,0.1,2,2
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,2,2
거문산,백길리구간,0.1,1,1
거문산,웅천리구간,0.1,2,1
거문산,백길리구간,0.1,1,1
거문산,백길리구간,0.1,1,1
거문산,웅천리구간,0.1,2,2
거문산,백길리구간,0.1,1,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,2,1
거문산,백길리구간,0.1,1,1
거문산,웅천리구간,0.1,2,1
거문산,와여리구간,0.1,1,1
거문산,백길리구간,0.1,2,1
거문산,백길리구간,0.1,1,1
거문산,백길리구간,0.1,1,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,2,1
거문산,웅천리구간,0.1,2,2
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,웅천리구간,0.1,1,1
거문산,와여리구간,0.1,1,1
거문산,백길리구간,0.1,1,1
거문산,백길리구간,0.1,1,1
거문산,용천리구간,0.1,2,2
거문산,웅천리구간,0.1,1,1
거문산,백길리구간,0.1,2,1
거문산,웅천리구간,0.1,1,1
거문산,용천리구간,0.1,1,1
거문산,웅천리구간,0.1,2,2
거문산,웅천리구간,0.1,2,1
거북산,이월저수지-보덕사절구간,0.1,1,1
거진해맞이봉산림욕장,,0.1,1,1
거진해맞이봉산림욕장,,0.1,2,1
거진해맞이봉산림욕장,거진리구간,0.1,1,1
건등산,,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,송천동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,반교리구간,0.1,2,1
건지산,금암동구간,0.1,1,1
건지산,금암동구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,2
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,반교리구간,0.1,2,1
건지산,반교리구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,호성동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,반교리구간,0.1,1,1
건지산,반교리구간,0.1,2,2
건지산,호성동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,2,2
건지산,호성동1가구간,0.1,2,2
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,송천동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,송천동1가구간,0.1,2,1
건지산,송천동1가구간,0.1,2,1
건지산,송천동1가구간,0.1,2,2
건지산,송천동1가구간,0.1,2,2
건지산,송천동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,2
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,송천동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,송천동1가구간,0.1,2,1
건지산,송천동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,2,1
건지산,호성동1가구간,0.1,2,2
건지산,호성동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,호성동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,반교리구간,0.1,1,1
건지산,반교리구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,반교리구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,금암동구간,0.1,2,2
건지산,반교리구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,2
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,반교리구간,0.1,2,2
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,반교리구간,0.1,2,2
건지산,반교리구간,0.1,2,1
건지산,인후동2가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,2
건지산,호성동1가구간,0.1,1,1
건지산,호성동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,금암동구간,0.1,2,1
건지산,금암동구간,0.1,2,1
건지산,덕진동1가구간,0.1,1,1
건지산,덕진동1가구간,0.1,2,2
건지산,덕진동1가구간,0.1,2,1
건지산,덕진동1가구간,0.1,2,1
건지산,호암리구간,0.1,1,1
건지산,호암리구간,0.1,2,1
건지산,호암리구간,0.1,1,1
건지산,호암리구간,0.1,2,1
건지산,지현리구간,0.1,2,2
건지산,초봉리구간,0.1,2,1
건지산,초봉리구간,0.1,2,1
건지산,초봉리구간,0.1,1,1
건지산,초봉리구간,0.1,1,1
건지산,초봉리구간,0.1,2,1
건지산,초봉리구간,0.1,1,1
건흥산,1코스구간,0.1,2,1
건흥산,건흥산-취우령구간,0.1,2,1
건흥산,4코스구간,0.1,1,1
건흥산,3코스구간,0.1,1,1
건흥산,2코스구간,0.1,2,1
검단산,,0.1,1,1
검마산,검마산자연휴양림매표소구간,0.1,1,1
검마산,,0.1,1,1
검마산,검마산자연휴양림매표소구간,0.1,1,1
검봉산,강촌리구간,0.1,2,2
검봉산,백양리구간,0.1,1,1
검봉산,,0.1,2,1
검암산,신내동구간,0.1,2,1
검암산,신내동구간,0.1,2,2
검은들먹오름,봉성리구간,0.1,2,1
검은들먹오름,봉성리구간,0.1,2,1
검은오름,연동구간,0.1,2,2
것대산,상당산성삼거리길-것대상정상구간,0.1,1,1
것대산,명암동구간,0.1,2,1
것대산,명암동구간,0.1,2,1
견준산,금학동구간,0.1,2,2
견준산,금학동구간,0.1,2,1
견준산,주미동구간,0.1,2,2
견준산,금학동구간,0.1,2,1
경신산,수산동구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,2,2
경신산,구월동630번지-수산동 산12번지구간,0.1,2,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,만수동구간,0.1,2,2
경신산,만수동구간,0.1,2,2
경신산,만수동구간,0.1,2,1
경신산,수산동구간,0.1,1,1
경신산,수산동구간,0.1,2,1
경신산,수산동구간,0.1,2,2
경신산,수산동구간,0.1,1,1
경신산,수산동구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,1,1
경신산,구월동630번지-수산동 산12번지구간,0.1,2,1
경운산,,0.1,1,1
경운산,,0.1,2,1
경운산,내동구간,0.1,1,1
경운산,,0.1,2,2
경운산,외동구간,0.1,2,2
경운산,,0.1,1,1
경운산,,0.1,1,1
경운산,,0.1,1,1
경운산,,0.1,2,2
경운산,,0.1,2,2
경운산,,0.1,2,1
경운산,,0.1,1,1
경운산,,0.1,2,2
경운산,,0.1,2,1
경운산,,0.1,2,1
경운산,,0.1,2,1
경운산,,0.1,2,2
경운산,원지리구간,0.1,1,1
경운산,,0.1,2,2
경천대,삼덕리구간,0.1,2,2
경천대,,0.1,1,1
경천대,삼덕리구간,0.1,1,1
계명산,,0.1,2,2
계명산,,0.1,2,1
계봉,애산리구간,0.1,2,1
계봉,애산리구간,0.1,2,2
계봉,북실리구간,0.1,1,1
계봉,,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,연무정입구-정상구간,0.1,2,2
계양산,계양문화회관-정상부구간,0.1,2,2
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,계양문화회관-정상부구간,0.1,1,1
계양산,선경빌라구간,0.1,2,2
계양산,임학동구간,0.1,1,1
계양산,임학동구간,0.1,2,1
계양산,임학동구간,0.1,1,1
계양산,임학동구간,0.1,1,1
계양산,계양산정상송전탑길구간,0.1,1,1
계양산,임학동구간,0.1,2,1
계양산,연무정입구-정상구간,0.1,1,1
계양산,임학동구간,0.1,2,1
계양산,계양산정상송전탑길구간,0.1,1,1
계양산,다남동구간,0.1,2,1
계양산,다남동구간,0.1,2,1
계양산,다남동구간,0.1,2,1
계양산,계산동구간,0.1,1,1
계양산,장맹이고개-산림욕장구간,0.1,2,1
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,공촌동구간,0.1,2,1
계양산,다남동구간,0.1,1,1
계양산,방축동구간,0.1,2,1
계양산,목상동구간,0.1,2,1
계양산,계산동구간,0.1,2,1
계양산,공촌동구간,0.1,2,1
계양산,공촌동구간,0.1,1,1
계양산,공촌동구간,0.1,2,1
계양산,목상동구간,0.1,2,1
계양산,목상동구간,0.1,2,1
계양산,목상동구간,0.1,2,2
계양산,목상동구간,0.1,2,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,다남동구간,0.1,2,1
계양산,계양산정상송전탑길구간,0.1,2,2
계양산,목상동솔밭구간,0.1,1,1
계양산,목상동구간,0.1,2,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,2,2
계양산,목상동구간,0.1,2,1
계양산,목상동구간,0.1,2,1
계양산,다남동구간,0.1,2,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,2,1
계양산,연무정입구-정상구간,0.1,1,1
계양산,연무정입구-정상구간,0.1,2,2
계양산,다남동구간,0.1,1,1
계양산,연무정입구-정상구간,0.1,2,1
계양산,임학동구간,0.1,1,1
계양산,계산동구간,0.1,2,2
계양산,임학동구간,0.1,1,1
계양산,임학동구간,0.1,2,1
계양산,임학동구간,0.1,1,1
계양산,임학동구간,0.1,1,1
계양산,병방동구간,0.1,2,2
계양산,방축동구간,0.1,1,1
계양산,방축동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,목상동구간,0.1,1,1
계양산,공촌동구간,0.1,2,1
계양산,공촌동구간,0.1,1,1
계양산,공촌동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,2,1
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,계산동구간,0.1,1,1
계양산,목상동구간,0.1,2,2
계양산,임학동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,1,1
계양산,다남동구간,0.1,2,1
계양산,다남동구간,0.1,1,1
