산명,등산로명,등산로길이(km),등산로상행시간,등산로하행시간
두리봉,우아동1가구간,0.1,2,1
두리봉,우아동1가관암마을(관암교)-산정동백,0.1,1,1
두리봉,우아동1가구간,0.1,1,1
두리봉,우아동1가구간,0.1,2,1
두리봉,우아동1가구간,0.1,2,2
두리봉,의암리구간,0.1,2,1
두리봉,우아동1가관암마을(관암교)-산정동백,0.1,2,1
두리봉,우아동1가구간,0.1,2,2
두리봉,우아동1가구간,0.1,2,1
두리봉,,0.1,2,1
두리봉,,0.1,2,1
두리봉,,0.1,2,1
두리봉,,0.1,1,1
두리봉,,0.1,2,1
두리봉,,0.1,2,1
두리봉,,0.1,2,2
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,2
두리봉,금학동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,2
두리봉,금학동구간,0.1,2,2
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,봉정동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,금학동구간,0.1,2,1
두리봉,금학동구간,0.1,2,2
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,2
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,2
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,봉황동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두리봉,웅진동구간,0.1,2,1
두리봉,웅진동구간,0.1,2,2
두리봉,웅진동구간,0.1,2,2
두리봉,금학동구간,0.1,2,1
두리봉,웅진동구간,0.1,1,1
두승산,,0.1,1,1
두승산,,0.1,2,1
두승산,,0.1,1,1
두승산성,입석리구간,0.1,2,1
두승산성,만수리구간,0.1,2,1
두승산성,만수리구간,0.1,2,1
두타산,번천리구간,0.1,2,2
두타산,,0.1,2,1
두타산,,0.1,2,1
두타산,,0.1,2,1
두타산,중봉리구간,0.1,1,1
두타산,,0.1,1,1
두타산,,0.1,2,1
두타산,,0.1,2,2
두타산,,0.1,2,1
두타산,화산리구간,0.1,1,1
둔병재어림재,안심리구간,0.1,1,1
둔병재어림재,안심리구간,0.1,2,1
둔병재어림재,안심리구간,0.1,1,1
둔병재어림재,안심리구간,0.1,1,1
둔병재어림재,안심리구간,0.1,1,1
둔병재어림재,안심리구간,0.1,2,1
둔병재어림재,안심리구간,0.1,1,1
둔주봉,연주리구간,0.1,2,2
둔주봉,연주리구간,0.1,1,1
둔주봉,연주리구간,0.1,2,1
둔철산,외송리구간,0.1,2,1
뒷산한치고개,광천리구간,0.1,1,1
드름산,,0.1,1,1
드름산,,0.1,1,1
등배산,논현동구간,0.1,2,1
등배산,논현동구간,0.1,1,1
등배산,논현동구간,0.1,2,2
등배산,논현동구간,0.1,1,1
등배산,논현동구간,0.1,2,2
등배산,논현동구간,0.1,1,1
땅재봉,,0.1,1,1
땅재봉,,0.1,2,2
땅재봉,,0.1,1,1
로방산,상일리구간,0.1,1,1
마곡사,운암리구간,0.1,1,1
마곡사,운암리구간,0.1,1,1
마구산,고림동구간,0.1,2,2
마구산,금어리구간,0.1,1,1
마구산,금어리구간,0.1,2,1
마구산,,0.1,2,2
마구산,,0.1,2,1
마구산,,0.1,2,1
마구산,,0.1,1,1
마구산,금어리구간,0.1,2,1
마금산,,0.1,1,1
마금산,,0.1,1,1
마니산,,0.1,1,1
마니산,상방리구간,0.1,2,2
마니산,,0.1,2,1
마니산,사기리구간,0.1,2,1
마니산,,0.1,2,1
마니산,,0.1,1,1
마니산,,0.1,1,1
마니산,,0.1,1,1
마니산,,0.1,1,1
마니산,상방리구간,0.1,2,2
마니산,흥왕리구간,0.1,2,1
마니산,,0.1,1,1
마니산,상방리구간,0.1,1,1
마니산,,0.1,2,1
마니산,,0.1,2,2
마니산,,0.1,1,1
마니산,,0.1,2,1
마니산,,0.1,1,1
마니산,,0.1,1,1
마니산,,0.1,2,1
마니산,,0.1,2,2
마등산,,0.1,1,1
마등산,원동구간,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,2,1
마등산,,0.1,2,2
마등산,,0.1,2,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,2,1
마등산,,0.1,2,1
마등산,,0.1,2,1
마등산,,0.1,2,1
마등산,장지리구간,0.1,2,2
마등산,원동구간,0.1,2,1
마등산,,0.1,1,1
마등산,원동구간,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,2,2
마등산,,0.1,2,2
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,2,1
마등산,,0.1,1,1
마등산,,0.1,1,1
마등산,,0.1,2,1
마등산,,0.1,2,1
마등산,원동구간,0.1,2,1
마등산,원동구간,0.1,1,1
마래산,,0.1,1,1
마래산,,0.1,2,1
마래산,,0.1,2,2
마로산,죽림리구간,0.1,1,1
마로산,용강리구간,0.1,2,1
마로산,죽림리구간,0.1,2,1
마명산,유천동구간,0.1,2,2
마명산,,0.1,1,1
마명산,,0.1,2,1
마명산,,0.1,2,2
마보기,상천리구간,0.1,1,1
마복산,당오리구간,0.1,1,1
마봉산,백산리구간,0.1,2,1
마봉산,,0.1,1,1
마봉산,마천동구간,0.1,2,2
마봉산,,0.1,2,1
마산,,0.1,1,1
마안산,,0.1,1,1
마안산,,0.1,2,2
마안산,대안리구간,0.1,2,2
마이산,동촌리구간,0.1,2,1
마이산,,0.1,1,1
마적산,,0.1,2,2
마적산,,0.1,1,1
마적산,,0.1,2,1
마적산,,0.1,2,1
마적산,,0.1,2,1
마적산,천전리구간,0.1,2,2
마적산,,0.1,1,1
마적산,,0.1,2,1
마적산,,0.1,2,2
마적산,,0.1,2,2
마적산,,0.1,2,2
마적산,,0.1,2,1
마적산,,0.1,1,1
마적산,,0.1,1,1
마적산,,0.1,1,1
마적산,,0.1,1,1
마집봉,월남동구간,0.1,2,1
마집봉,,0.1,2,1
마집봉,,0.1,2,1
마집봉,,0.1,1,1
마집봉,,0.1,2,2
마집봉,소태동구간,0.1,2,2
마집봉,,0.1,2,2
마집봉,월남동구간,0.1,2,1
마집봉,,0.1,1,1
마천산,달천리구간,0.1,2,1
마파산,영운리구간,0.1,2,1
마파산,,0.1,2,2
마파산,영운리구간,0.1,1,1
마파산,,0.1,1,1
마평동산,,0.1,2,1
마평동산,,0.1,2,1
마평동산,,0.1,2,1
마항산,,0.1,1,1
마항산,,0.1,1,1
마향산,방이리구간,0.1,1,1
만경대,구호동구간,0.1,1,1
만경대,,0.1,2,1
만경대,,0.1,2,1
만경대,,0.1,2,1
만경대,,0.1,2,1
만경대,구미동구간,0.1,2,1
만경대,,0.1,2,2
만경대,,0.1,1,1
만경대,,0.1,1,1
만경산,보산원리구간,0.1,1,1
만덕산,,0.1,1,1
만덕산,,0.1,2,2
만덕산,만덕리구간,0.1,1,1
만덕산,용대리구간,0.1,2,1
만덕산,용대리구간,0.1,1,1
만덕산,용대리구간,0.1,2,1
만뢰산,연곡리구간,0.1,2,2
만뢰산,연곡리구간,0.1,2,2
만뢰산,연곡리구간,0.1,1,1
만뢰산,상계리구간,0.1,1,1
만리공원,,0.1,1,1
만리공원,,0.1,1,1
만리공원,교동구간,0.1,2,1
만리공원,,0.1,1,1
만리공원,,0.1,2,1
만리공원,교동구간,0.1,1,1
만불산,,0.1,2,2
만세봉,서정리구간,0.1,2,1
만세봉,서정리구간,0.1,1,1
만세봉,서정리구간,0.1,1,1
만수산,,0.1,2,2
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,2
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,만수동구간,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,부평동구간,0.1,2,2
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,2
만수산,,0.1,2,1
만수산,만수동구간,0.1,2,1
만수산,만수동구간,0.1,2,1
만수산,,0.1,1,1
만수산,만수동구간,0.1,2,1
만수산,간석동구간,0.1,2,1
만수산,만수동구간,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,2
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,만수동구간,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,간석동구간,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,부평동구간,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,간석동구간,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,2
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,1,1
만수산,,0.1,2,1
만수산,,0.1,1,1
만연산,동구리구간,0.1,1,1
만연산,수만리구간,0.1,2,1
만월산,간석동구간,0.1,2,1
만월산,간석동구간,0.1,2,2
만월산,간석동구간,0.1,2,2
만월산,간석동구간,0.1,1,1
만인산,,0.1,1,1
만인산,,0.1,1,1
만인산,,0.1,1,1
만인산,,0.1,2,1
망경대산,주문리구간,0.1,1,1
망경대산,,0.1,2,2
망경산,창오리구간,0.1,1,1
망경산,백자리구간,0.1,2,1
망나니고개,갈말읍신철원리등산로입구-강포리가,0.1,2,1
망마산,,0.1,1,1
망밭,법환동구간,0.1,2,1
망밭,서호동구간,0.1,2,2
망설봉,둔동길구간,0.1,2,1
망설봉,망지산길구간,0.1,2,2
망설봉,벼락바위길구간,0.1,2,1
망설봉,샛단길구간,0.1,2,1
망설봉,장팔길구간,0.1,1,1
망설봉,절부길구간,0.1,2,2
망설봉,금강도길구간,0.1,2,1
망설봉,장팔길구간,0.1,1,1
망설봉,운정길구간,0.1,2,2
망설봉,금강도길구간,0.1,2,1
망운산,,0.1,2,1
망운산,,0.1,1,1
망주산,월정리구간,0.1,2,1
망진산,,0.1,2,1
망진산,,0.1,2,1
망진산,주약동구간,0.1,2,1
망진산,망경동구간,0.1,2,2
망진산,,0.1,2,1
망진산,,0.1,1,1
망진산,,0.1,2,2
망진산,,0.1,2,2
망진산,,0.1,1,1
망진산,,0.1,2,1
망진산,,0.1,1,1
망진산,,0.1,1,1
망진산,,0.1,2,1
망진산,주약동구간,0.1,1,1
망해산,축동리구간,0.1,1,1
망해산,옥곤리구간,0.1,2,2
망해산,축동리구간,0.1,2,2
망해산,축동리구간,0.1,1,1
망해산,옥곤리구간,0.1,2,1
망해산,옥곤리구간,0.1,2,1
매고개,부평리구간,0.1,2,1
매봉산,매월리구간,0.1,2,2
매봉산,,0.1,2,2
매봉산,,0.1,2,2
매봉산,,0.1,1,1
매봉산,합천리구간,0.1,1,1
매봉산,합천리구간,0.1,2,2
매봉산,,0.1,1,1
매봉산,,0.1,2,1
매봉산,,0.1,1,1
매봉산,,0.1,2,1
매봉산,합천리구간,0.1,1,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,합천리구간,0.1,1,1
매봉산,,0.1,1,1
매봉산,합천리구간,0.1,2,2
매봉산,합천리구간,0.1,2,1
매봉산,합천리구간,0.1,2,1
매봉산,,0.1,2,2
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,,0.1,2,1
매봉산,비전동구간,0.1,1,1
매봉산,,0.1,1,1
매봉산,,0.1,2,1
매봉산,,0.1,1,1
매봉산,,0.1,2,1
매봉산,,0.1,1,1
매봉산,구만리구간,0.1,2,1
매봉산,,0.1,1,1
매봉산,,0.1,1,1
매봉산,수곡동구간,0.1,2,2
매봉산,개신동구간,0.1,1,1
매봉산,개신동구간,0.1,1,1
매봉산,수곡동구간,0.1,1,1
매봉산,수곡동구간,0.1,1,1
매봉산,수곡동구간,0.1,2,1
매봉산,모충동구간,0.1,2,1
매봉산,탑원리구간,0.1,2,2
매봉산,탑원리구간,0.1,1,1
매봉재,내법리구간,0.1,2,1
매봉재,내법리구간,0.1,1,1
매봉재,내법리구간,0.1,1,1
매봉재,내법리구간,0.1,2,1
매봉재,내법리구간,0.1,1,1
매봉재,대교리구간,0.1,2,1
매봉재,내법리구간,0.1,2,1
매봉재,내법리구간,0.1,1,1
매봉재,내법리구간,0.1,2,1
매봉재,내법리구간,0.1,1,1
매봉재,내법리구간,0.1,2,2
매봉재,내법리구간,0.1,1,1
매봉재,내법리구간,0.1,1,1
매봉재,대교리구간,0.1,1,1
매봉재,내법리구간,0.1,1,1
매봉재,대교리구간,0.1,1,1
매봉재,내법리구간,0.1,1,1
매산,봉산리구간,0.1,1,1
매산,송정리구간,0.1,1,1
매악산,사벌면묵상리-사벌면매호리구간,0.1,1,1
매악산,사벌면묵상리-사벌면매호리구간,0.1,2,2
명도봉,주양리구간,0.1,2,1
명도봉,주양리구간,0.1,2,2
명도봉,주양리구간,0.1,2,2
명도봉,주양리구간,0.1,2,1
명도봉,주양리구간,0.1,2,1
명도봉,주양리구간,0.1,1,1
명도봉,주양리구간,0.1,2,1
명동재,,0.1,1,1
명동재,,0.1,1,1
명동재,,0.1,1,1
명동재,하청리구간,0.1,2,1
명동재,,0.1,1,1
명동재,하청리구간,0.1,2,2
명봉산,내유동구간,0.1,2,2
명봉산,"98번국도,놀미길-명봉산정상구간",0.1,2,2
명봉산,용미리구간,0.1,2,2
명봉산,"오미산길,1번국도구간",0.1,2,2
명봉산,"오미산길,1번국도구간",0.1,2,1
명지산,,0.1,2,2
모락산,,0.1,2,1
모락산,,0.1,2,2
모락산,,0.1,1,1
모산봉,,0.1,1,1
모산봉,,0.1,2,1
모산봉,,0.1,2,1
모산봉,,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,2,1
모악산,,0.1,2,2
모악산,,0.1,2,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,중인동구간,0.1,2,2
모악산,,0.1,2,1
모악산,,0.1,1,1
모악산,,0.1,2,1
모악산,,0.1,2,2
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,,0.1,1,1
모악산,청도리구간,0.1,2,1
모악산,청도리구간,0.1,2,2
모악산,청도리구간,0.1,2,1
모악산,안덕리구간,0.1,2,1
모악산,중인동구간,0.1,2,1
모악산,용복동구간,0.1,1,1
모악산,용복동구간,0.1,2,1
모악산,,0.1,2,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,2,2
모악산,,0.1,1,1
모악산,,0.1,2,1
모악산,,0.1,2,1
모악산,,0.1,2,2
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,2,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,2,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,2
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,2
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,1,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,2,1
모악산,원기리구간,0.1,2,1
모악산,안덕리구간,0.1,2,2
모악산,안덕리구간,0.1,1,1
모악산,안덕리구간,0.1,2,2
모악산,항가리구간,0.1,1,1
모악산,원기리구간,0.1,2,2
모악산,금산리구간,0.1,2,1
모악산,항가리구간,0.1,2,1
모악산,안덕리구간,0.1,2,1
모악산,안덕리구간,0.1,2,1
모악산,안덕리구간,0.1,2,1
모악산,계곡리구간,0.1,1,1
모악산,백여리구간,0.1,1,1
모악산,금산리구간,0.1,2,2
모악산,금산리구간,0.1,1,1
모후산,,0.1,1,1
목포시립도서관뒷산,용당동구간,0.1,2,1
몽령산,양청리구간,0.1,2,1
몽령산,양청리구간,0.1,2,1
몽령산,,0.1,2,1
몽령산,,0.1,2,1
묘고산,용복동구간,0.1,1,1
묘고산,월전리구간,0.1,1,1
묘고산,오봉리구간,0.1,2,1
묘고산,용복동구간,0.1,2,1
묘고산,오봉리구간,0.1,2,1
묘고산,용복동구간,0.1,2,1
묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면,0.1,1,1
묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면,0.1,2,1
묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면,0.1,1,1
묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면,0.1,2,1
묘봉미남봉,화북면운흥리(묘봉두부마을)-화북면,0.1,1,1
묘봉산,,0.1,1,1
무갑산,,0.1,2,2
무갑산,,0.1,2,2
무등산,무도리골안고개-무도리절골구간,0.1,2,1
무등산,무도리구간,0.1,2,2
무등산,토교리구간,0.1,2,1
무등산,토교리구간,0.1,2,1
무등산,무도리골안고개-무도리절골구간,0.1,2,1
무등산,무도리구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무등산,토교리구간,0.1,1,1
무등산,무도리구간,0.1,2,2
무등산,토교리구간,0.1,2,1
무등산,무도리골안고개-무도리절골구간,0.1,1,1
무등산,무도리골안고개-무도리절골구간,0.1,1,1
무등산,무도리골안고개-무도리절골구간,0.1,1,1
무등산,무도리골안고개-무도리절골구간,0.1,1,1
무등산,무도리골안고개-무도리절골구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무등산,무도리구간,0.1,1,1
무량산,영동읍동정리-영동읍회동리-설계리구,0.1,1,1
무룡산,연암동구간,0.1,1,1
무봉산,동천리구간,0.1,1,1
무봉산,,0.1,1,1
무봉산,청호리구간,0.1,2,2
무봉산,,0.1,1,1
무봉산,중리구간,0.1,2,2
무봉산,,0.1,1,1
무봉산,동천리구간,0.1,2,1
무봉산,,0.1,1,1
무봉산,,0.1,1,1
무봉산,,0.1,2,2
무봉산,,0.1,2,1
무봉산,동천리구간,0.1,1,1
무봉산,,0.1,1,1
무봉산,,0.1,1,1
무선산,,0.1,1,1
무선산,,0.1,2,1
무선산,,0.1,2,1
무선산,,0.1,1,1
무선산,,0.1,2,1
무선산,,0.1,1,1
무선산,,0.1,1,1
무선산,,0.1,1,1
무선산,,0.1,2,1
무선산,,0.1,2,1
무선산,선원동구간,0.1,1,1
무선산,선원동구간,0.1,2,1
무선산,선원동구간,0.1,2,2
무선산,선원동구간,0.1,1,1
무선산,화장동구간,0.1,2,1
무선산,,0.1,1,1
무선산,,0.1,2,1
무선산,,0.1,1,1
무선산,,0.1,2,1
무선산,,0.1,2,1
무선산,,0.1,1,1
무성산,옥길리구간,0.1,2,1
무성산,,0.1,2,1
무성산,후사리구간,0.1,2,1
무성산,,0.1,2,1
무성산,,0.1,2,1
무성산,후사리구간,0.1,1,1
무성산,후사리구간,0.1,1,1
무성산,,0.1,1,1
무성산,옥길리구간,0.1,2,1
무성산,후사리구간,0.1,2,1
무성산,,0.1,1,1
무성산,,0.1,2,2
무성산,,0.1,1,1
무성산,,0.1,2,1
무성산,,0.1,2,2
무이산,당본리구간,0.1,2,1
무이산,시목리구간,0.1,2,1
무이산,시목리구간,0.1,1,1
무이산,시목리구간,0.1,2,2
무이산,,0.1,2,2
무제산,사곡리구간,0.1,1,1
무제산,임도구간,0.1,2,1
무제산,명암리구간,0.1,2,1
무제산,,0.1,2,1
무제산,,0.1,1,1
무제산,명암리구간,0.1,1,1
무척산,,0.1,2,1
무척산,생철리구간,0.1,2,1
무척산,생철리구간,0.1,1,1
무척산,,0.1,1,1
무척산,,0.1,1,1
무척산,,0.1,2,2
무척산,,0.1,2,2
무척산,,0.1,1,1
무척산,,0.1,2,1
무척산,,0.1,2,1
무척산,,0.1,1,1
무척산,,0.1,2,1
무척산,,0.1,2,1
무척산,,0.1,2,1
무척산,,0.1,1,1
무척산,,0.1,1,1
무학봉,광덕리구간,0.1,1,1
무학산,와촌면강학리-하양읍사기리구간,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,감천리구간,0.1,2,1
무학산,두척동구간,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,교방동구간,0.1,1,1
무학산,교방동구간,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,이천동구간,0.1,1,1
무학산,연호동구간,0.1,2,1
무학산,삼덕동구간,0.1,2,1
무학산,,0.1,1,1
무학산,황금동구간,0.1,2,1
무학산,,0.1,2,1
무학산,황금동구간,0.1,1,1
무학산,이천동구간,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,연호동구간,0.1,1,1
무학산,연호동구간,0.1,1,1
무학산,연호동구간,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,2
무학산,범어동구간,0.1,2,1
무학산,범어동구간,0.1,2,1
무학산,만촌동구간,0.1,2,2
무학산,만촌동구간,0.1,2,1
무학산,만촌동구간,0.1,2,2
무학산,만촌동구간,0.1,1,1
무학산,만촌동구간,0.1,2,2
무학산,만촌동구간,0.1,1,1
무학산,지산동구간,0.1,2,1
무학산,지산동구간,0.1,1,1
무학산,황금동구간,0.1,2,2
무학산,지산동구간,0.1,2,1
무학산,만촌동구간,0.1,2,2
무학산,,0.1,2,1
무학산,만촌동구간,0.1,2,2
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,황금동구간,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,2
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,황금동구간,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,1,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,2,2
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,1,1
무학산,,0.1,2,1
무학산,황금동구간,0.1,2,1
무학산,,0.1,2,1
무학산,,0.1,1,1
무학산,,0.1,2,2
무학산,,0.1,2,1
무학산용두산,용안면교동리-용안면용두리구간,0.1,1,1
묵방산,양묘장구간,0.1,2,2
묵방산,구세군동전주교회-휴식년제설치표지,0.1,2,1
묵장산,,0.1,1,1
문박산,백천리구간,0.1,1,1
문복산,,0.1,2,1
문복산,,0.1,2,1
문복산,,0.1,1,1
문복산,,0.1,1,1
문산리뒷산,동곡리구간,0.1,1,1
문산리뒷산,문산리구간,0.1,1,1
문산리뒷산,문산리구간,0.1,2,1
문산리뒷산,동곡리구간,0.1,2,2
문수산,백현리구간,0.1,2,1
문수산,,0.1,2,1
문수산,문촌리구간,0.1,1,1
문수산,문수약수터-정상구간,0.1,1,1
문수산,문수약수터-정상구간,0.1,2,2
문수산,"테마파크,헌신중학교분기-정상등산로",0.1,2,1
문수산,중소기업개발원등산로입구구간,0.1,2,1
문수산,"독성리-문수약수터,마애보살상,문수",0.1,2,1
문수산,"독성리-문수약수터,마애보살상,문수",0.1,2,1
문수산,"문수약수터-정상,학일2리분기구간",0.1,2,1
문수산,"문수봉정상,약수터,마애보살상등산로",0.1,2,1
문수산,중소기업개발원-문수약수터구간,0.1,1,1
문수산,중소기업개발원-문수약수터구간,0.1,1,1
문수산,중소기업개발원-문수약수터구간,0.1,1,1
문수산,중소기업개발원-문수약수터구간,0.1,1,1
문수산,"독성리-문수약수터,마애보살상,문수",0.1,2,1
문수산,문수약수터-정상구간,0.1,2,1
문수산,사암리구간,0.1,1,1
문수산,중소기업개발원-문수약수터구간,0.1,1,1
문수산,"독성리-문수약수터,마애보살상,문수",0.1,2,1
문수산,"독성리-문수약수터,마애보살상,문수",0.1,1,1
문수산,곱든고개-문수산정상구간,0.1,1,1
문수산,,0.1,2,1
